Хозяйство  пути и сооружений%РАБОЧИЕ%Водитель дрезины; моторист (машинист); машинист мотовоза%Наушники противошумные%до износа%%1%0%0%
Хозяйство  пути и сооружений%РАБОЧИЕ%Водитель дрезины; моторист (машинист); машинист мотовоза%Жилет сигнальный 2 класса защиты%2%%2%12%24%
Хозяйство  пути и сооружений%РАБОЧИЕ%Водитель дрезины; моторист (машинист); машинист мотовоза%Костюм для защиты от воды прорезиненный %  1 на 1,5 года%При выполнении  работ  в тоннелях дополнительно%1%18%18%
Хозяйство  пути и сооружений%РАБОЧИЕ%Водитель дрезины; моторист (машинист); машинист мотовоза%Комплект для защиты от воды %  1 на 1,5 года%При выполнении  работ  в тоннелях дополнительно%1%18%18%
Хозяйство  пути и сооружений%РАБОЧИЕ%Водитель дрезины; моторист (машинист); машинист мотовоза%Сапоги резиновые%1 пара%При выполнении  работ  в тоннелях дополнительно%1%12%12%
Хозяйство  пути и сооружений%РАБОЧИЕ%Водитель дрезины; моторист (машинист); машинист мотовоза%Сапоги резиновыерыбацкие%1 пара%При выполнении  работ  в тоннелях дополнительно%1%12%12%
Хозяйство  пути и сооружений%РАБОЧИЕ%Водитель дрезины; моторист (машинист); машинист мотовоза%Каска защитнаяс фонарем  шахтерским%1 на 2 года%При выполнении  работ  в тоннелях дополнительно%1%24%24%
Хозяйство  пути и сооружений%РАБОЧИЕ%Водитель дрезины; моторист (машинист); машинист мотовоза%Респиратор противогазоаэрозольный%до износа%При выполнении  работ  в тоннелях дополнительно%1%0%0%
Хозяйство  пути и сооружений%РАБОЧИЕ%Водитель дрезины; моторист (машинист); машинист мотовоза%Противогаз фильтрующий% дежурный%При выполнении  работ  в тоннелях дополнительно%1%0%0%
Хозяйство  пути и сооружений%РАБОЧИЕ%Водитель дрезины; моторист (машинист); машинист мотовоза%Костюм для защиты от пониженных температур «Механизатор»%по поясам%Зимой дополнительно: %1%36%36%
Хозяйство  пути и сооружений%РАБОЧИЕ%Водитель дрезины; моторист (машинист); машинист мотовоза%Костюм для защиты от пониженных температур «Механик»%по поясам%Зимой дополнительно: %1%35%35%
Хозяйство  пути и сооружений%РАБОЧИЕ%Водитель дрезины; моторист (машинист); машинист мотовоза%Шапка-ушанка со звукопроводными вставками%по поясам%Зимой дополнительно: %1%24%24%
Хозяйство  пути и сооружений%РАБОЧИЕ%Водитель дрезины; моторист (машинист); машинист мотовоза%Шапка трикотажная%1 на 2 года%Зимой дополнительно: %1%24%24%
Хозяйство  пути и сооружений%РАБОЧИЕ%Водитель дрезины; моторист (машинист); машинист мотовоза%Рукавицы утепленные%по поясам%Зимой дополнительно: %1%6%6%
Хозяйство  пути и сооружений%РАБОЧИЕ%Водитель дрезины; моторист (машинист); машинист мотовоза%Перчатки утепленные%по поясам%Зимой дополнительно: %1%6%6%
Хозяйство  пути и сооружений%РАБОЧИЕ%Водитель дрезины; моторист (машинист); машинист мотовоза%Перчатки утепленные с защитным покрытием, нефтеморозостойкие%по поясам%Зимой дополнительно: %1%6%6%
Хозяйство  пути и сооружений%РАБОЧИЕ%Водитель дрезины; моторист (машинист); машинист мотовоза%Сапоги юфтевые утепленные на нефтеморозостойкой подошве %по поясам%Зимой дополнительно: %1%12%12%
